job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role
AIJOB0424,Generative AI Engineer,AI Engineering,Entry,2,Master's,295000.0,90000.0,300000.0,Sydney,Australia,Fully Remote,Big Tech (FAANG+),Manufacturing,Python|Deployment|LLMs|GenAI APIs|Diffusion Models|Git|Statistics|Linux,51.28,95,15.1,6.2,2026,2,0,1,1
AIJOB0425,Prompt Engineer,AI Engineering,Mid,5,Associate's,98000.0,90000.0,320000.0,Toronto,Canada,Fully Remote,Mid-size (501-5000),Retail,Prompt Design|NLP|Documentation|Python|Statistics|Linux,52.2,82,16.4,8.3,2025,11,0,1,1
AIJOB0426,AI Infrastructure Eng,Infrastructure,Senior,8,PhD,270000.0,95000.0,320000.0,New York,USA,Fully Remote,Big Tech (FAANG+),Research,CUDA|Storage|Distributed Systems|Communication|Research|Agile,30.12,85,25.3,6.6,2026,3,1,1,0
AIJOB0427,NLP Engineer,AI Engineering,Mid,5,Bootcamp/Self-taught,284000.0,90000.0,320000.0,New York,USA,Hybrid,SME (51-500),Government,Hugging Face|LLMs|BERT|Research|Statistics,38.54,91,35.7,8.6,2025,9,0,1,0
AIJOB0428,LLM Engineer,AI Engineering,Entry,2,Associate's,251000.0,90000.0,300000.0,Boston,USA,Fully Remote,SME (51-500),Automotive,RAG|LLM APIs|Prompt Engineering|Vector DBs|Fine-tuning|Linux|Communication,28.72,98,62.5,7.4,2026,1,0,1,1
AIJOB0429,Multimodal AI Engineer,AI Engineering,Entry,3,Master's,300000.0,90000.0,300000.0,Austin,USA,Fully Remote,Enterprise (5000+),Consulting,APIs|Vision-Language Models|Python|PyTorch|Statistics|Cloud|Linux,53.85,90,8.0,7.5,2025,10,0,1,1
AIJOB0430,AI Research Scientist,Research,Senior,11,Bootcamp/Self-taught,163000.0,95000.0,320000.0,Sydney,Australia,Hybrid,Startup (1-50),Technology,Python|Publishing|Mathematics|Deep Learning|Research|Leadership|Communication,21.45,88,17.0,8.6,2025,10,1,1,0
AIJOB0431,AI Research Scientist,Research,Mid,5,PhD,280000.0,90000.0,320000.0,Sydney,Australia,Hybrid,Enterprise (5000+),Media,Python|Mathematics|PyTorch|Deep Learning|Publishing|Leadership|Problem Solving,36.59,88,19.6,8.7,2026,1,0,1,0
AIJOB0432,AI Compliance Manager,Governance,Entry,3,Associate's,117000.0,90000.0,300000.0,Los Angeles,USA,Hybrid,Startup (1-50),Media,Legal Knowledge|Documentation|EU AI Act|Auditing|Risk Management|Communication|Linux|Git,40.0,68,7.1,6.5,2025,9,0,1,0
AIJOB0433,AI Research Scientist,Research,Senior,12,PhD,124000.0,95000.0,320000.0,Amsterdam,Netherlands,Hybrid,Startup (1-50),Energy,Publishing|Mathematics|Deep Learning|Python|PyTorch|Statistics|Leadership|Problem Solving,40.24,88,7.5,9.1,2025,4,1,1,0
AIJOB0434,Senior Data Scientist,Data Science,Senior,10,Associate's,157000.0,95000.0,320000.0,Paris,France,Hybrid,SME (51-500),Government,Advanced Statistics|Deep Learning|ML|Python|Leadership|Cloud|Linux,24.34,90,21.9,9.6,2025,4,1,1,0
AIJOB0435,Senior ML Engineer,AI Engineering,Mid,7,Associate's,185000.0,90000.0,320000.0,Berlin,Germany,Hybrid,SME (51-500),Finance,PyTorch|System Design|MLOps|Distributed Systems|Python|LLM Fine-tuning|Agile,9.76,96,44.7,7.3,2025,6,0,1,0
AIJOB0436,AI Compliance Manager,Governance,Senior,9,PhD,100000.0,95000.0,320000.0,Berlin,Germany,Fully Remote,SME (51-500),Research,Legal Knowledge|EU AI Act|Auditing|Leadership,51.81,68,25.2,6.4,2025,10,1,1,0
AIJOB0437,MLOps Engineer,ML Operations,Senior,9,Bachelor's,130000.0,95000.0,320000.0,Tokyo,Japan,On-site,Mid-size (501-5000),Research,Kubernetes|Docker|MLflow|CI/CD|Cloud|Python|SQL|Leadership,37.35,93,42.7,8.8,2025,12,1,0,0
AIJOB0438,AI Agent Developer,AI Engineering,Mid,4,Bootcamp/Self-taught,217000.0,90000.0,320000.0,Singapore,Singapore,Fully Remote,SME (51-500),Manufacturing,Planning Systems|AutoGen|APIs|LangChain|Python|Tool Use|Git|Agile|Cloud,5.85,96,20.6,6.9,2025,10,0,1,1
AIJOB0439,ML Engineer,AI Engineering,Senior,9,Bachelor's,280000.0,95000.0,320000.0,Seattle,USA,Fully Remote,Mid-size (501-5000),Automotive,MLOps|SQL|Python|PyTorch|Problem Solving,34.94,97,67.1,8.7,2026,1,1,1,0
AIJOB0440,Generative AI Engineer,AI Engineering,Entry,3,Associate's,158000.0,90000.0,300000.0,Dubai,UAE,Hybrid,Big Tech (FAANG+),Education,GenAI APIs|Python|Fine-tuning|LLMs|Statistics|SQL|Cloud,18.97,95,23.3,9.5,2025,9,0,1,1
AIJOB0441,AI Compliance Manager,Governance,Mid,6,Bootcamp/Self-taught,164000.0,90000.0,320000.0,Boston,USA,Fully Remote,Mid-size (501-5000),Education,Auditing|Legal Knowledge|EU AI Act|Leadership|SQL,20.0,68,6.4,6.0,2026,2,0,1,0
AIJOB0442,Data Engineer (AI),Data Engineering,Entry,2,Master's,187000.0,90000.0,300000.0,Boston,USA,Fully Remote,Startup (1-50),Media,Airflow|ETL|Spark|Leadership,4.1,88,27.8,6.0,2026,2,0,1,0
AIJOB0443,NLP Engineer,AI Engineering,Mid,5,PhD,290000.0,90000.0,320000.0,Remote,Global,Fully Remote,Enterprise (5000+),Manufacturing,Python|LLMs|Hugging Face|Text Processing|BERT|Cloud|SQL,41.46,91,23.1,7.1,2025,7,0,1,0
AIJOB0444,Generative AI Engineer,AI Engineering,Mid,7,Master's,164000.0,90000.0,320000.0,Toronto,Canada,Fully Remote,Startup (1-50),Media,Python|Diffusion Models|LLMs|Fine-tuning|GenAI APIs|Linux|Statistics|Cloud,20.0,95,75.3,6.5,2026,1,0,1,1
AIJOB0445,Senior Data Scientist,Data Science,Senior,10,Master's,157000.0,95000.0,320000.0,Austin,USA,Hybrid,Mid-size (501-5000),Automotive,Deep Learning|Python|ML|Advanced Statistics|Causal Inference|Leadership|Git|Cloud,24.34,90,9.7,7.1,2025,5,1,1,0
AIJOB0446,AI Infrastructure Eng,Infrastructure,Senior,9,Bootcamp/Self-taught,158000.0,95000.0,320000.0,London,UK,Hybrid,Enterprise (5000+),Consulting,Networking|Storage|Kubernetes|Problem Solving,23.86,85,8.3,6.1,2026,1,1,1,0
AIJOB0447,Prompt Engineer,AI Engineering,Mid,4,Bachelor's,200000.0,90000.0,320000.0,San Francisco,USA,Hybrid,Big Tech (FAANG+),Government,Testing|Python|LLM APIs|Prompt Design|NLP|Documentation|SQL|Leadership,2.44,82,11.7,7.1,2025,7,0,1,1
AIJOB0448,NLP Engineer,AI Engineering,Senior,8,Bachelor's,145000.0,95000.0,320000.0,Toronto,Canada,Hybrid,Startup (1-50),Healthcare,BERT|LLMs|Text Processing|Hugging Face|Cloud,30.12,91,39.4,6.4,2026,3,1,1,0
AIJOB0449,Robotics Engineer (AI),Robotics,Senior,8,PhD,240000.0,95000.0,320000.0,Austin,USA,Hybrid,Mid-size (501-5000),Healthcare,Simulation|C++|Python|Control Systems|Git|Problem Solving,15.66,76,6.0,9.7,2026,1,1,1,0
AIJOB0450,Deep Learning Engineer,AI Engineering,Mid,7,Associate's,141000.0,90000.0,320000.0,Zurich,Switzerland,Fully Remote,Startup (1-50),Media,PyTorch|GPU Computing|CUDA|Python|TensorFlow|Neural Networks|Leadership|Agile,31.22,89,16.2,8.7,2026,1,0,1,0
AIJOB0451,AI Ethics Officer,Governance,Mid,6,Master's,134000.0,90000.0,320000.0,Amsterdam,Netherlands,Hybrid,Big Tech (FAANG+),Healthcare,AI Policy|Research|Ethics Frameworks|Communication|Cloud|Research|Git,34.63,72,19.1,7.5,2026,1,0,1,0
AIJOB0452,AI Research Scientist,Research,Senior,12,Associate's,191000.0,95000.0,320000.0,San Francisco,USA,On-site,SME (51-500),Healthcare,Mathematics|Publishing|Research|PyTorch|Python|Deep Learning|Agile|Leadership|Git,7.95,88,12.3,8.4,2026,2,1,0,0
AIJOB0453,Senior Data Scientist,Data Science,Mid,5,Master's,157000.0,90000.0,320000.0,Berlin,Germany,Fully Remote,Startup (1-50),Government,Leadership|Deep Learning|Causal Inference|Advanced Statistics|Python|Leadership|Agile|Linux,23.41,90,29.6,8.4,2025,6,0,1,0
AIJOB0454,NLP Engineer,AI Engineering,Mid,4,Bachelor's,175000.0,90000.0,320000.0,Berlin,Germany,Hybrid,SME (51-500),Healthcare,Text Processing|BERT|Transformers|LLMs|Python|Hugging Face|Communication|Cloud,14.63,91,46.7,6.6,2026,2,0,1,0
AIJOB0455,AI Research Scientist,Research,Mid,6,Master's,160000.0,90000.0,320000.0,Zurich,Switzerland,On-site,SME (51-500),Healthcare,Python|Research|PyTorch|Publishing|Deep Learning|Problem Solving|Communication|Git,21.95,88,27.7,9.7,2025,9,0,0,0
AIJOB0456,Senior Data Scientist,Data Science,Mid,6,Bootcamp/Self-taught,208000.0,90000.0,320000.0,San Francisco,USA,On-site,Big Tech (FAANG+),Retail,Leadership|Python|Advanced Statistics|Git,1.46,90,5.3,9.7,2026,1,0,0,0
AIJOB0457,Robotics Engineer (AI),Robotics,Senior,10,Master's,125000.0,95000.0,320000.0,Toronto,Canada,Hybrid,Startup (1-50),Media,C++|Simulation|Computer Vision|ROS|SQL,39.76,76,8.1,9.1,2025,5,1,1,0
AIJOB0458,Data Scientist,Data Science,Entry,2,Bachelor's,155000.0,90000.0,300000.0,Dubai,UAE,Fully Remote,Enterprise (5000+),Consulting,Scikit-learn|ML Algorithms|Statistics|Data Visualization|Agile|Communication|Cloud,20.51,92,23.2,6.6,2025,2,0,1,0
AIJOB0459,MLOps Engineer,ML Operations,Entry,3,Bachelor's,157000.0,90000.0,300000.0,Singapore,Singapore,On-site,Startup (1-50),Energy,MLflow|Kubernetes|Monitoring|Leadership|Statistics,19.49,93,80.2,8.6,2026,2,0,0,0
AIJOB0460,Data Engineer (AI),Data Engineering,Senior,8,PhD,220000.0,95000.0,320000.0,Boston,USA,Hybrid,Mid-size (501-5000),Government,ETL|Python|Spark|Linux|Statistics|Problem Solving,6.02,88,29.4,9.1,2025,7,1,1,0
AIJOB0461,Generative AI Engineer,AI Engineering,Entry,3,PhD,150000.0,90000.0,300000.0,Berlin,Germany,Hybrid,SME (51-500),Government,Fine-tuning|Deployment|Diffusion Models|GenAI APIs|LLMs|Python|Statistics|Linux|Communication,23.08,95,54.0,8.0,2026,2,0,1,1
AIJOB0462,Senior ML Engineer,AI Engineering,Mid,5,Bachelor's,180000.0,90000.0,320000.0,Bangalore,India,Hybrid,Enterprise (5000+),Manufacturing,Python|System Design|MLOps|Distributed Systems|SQL,12.2,96,71.8,6.5,2026,3,0,1,0
AIJOB0463,Prompt Engineer,AI Engineering,Entry,1,Bachelor's,108000.0,90000.0,300000.0,London,UK,Hybrid,SME (51-500),Consulting,NLP|Prompt Design|Documentation|LLM APIs|Git,44.62,82,19.8,6.6,2025,3,0,1,1
AIJOB0464,Senior ML Engineer,AI Engineering,Senior,11,Associate's,180000.0,95000.0,320000.0,London,UK,Hybrid,Startup (1-50),Research,PyTorch|MLOps|Distributed Systems|System Design|Agile|Research|Cloud,13.25,96,65.8,7.1,2025,11,1,1,0
AIJOB0465,ML Engineer,AI Engineering,Senior,9,Bachelor's,120000.0,95000.0,320000.0,Beijing,China,Hybrid,SME (51-500),Finance,Kubernetes|TensorFlow|SQL|MLOps|Python|PyTorch|Agile,42.17,97,24.1,6.8,2026,1,1,1,0
AIJOB0466,LLM Engineer,AI Engineering,Mid,7,Bootcamp/Self-taught,195000.0,90000.0,320000.0,Chicago,USA,Hybrid,Big Tech (FAANG+),Finance,RAG|LLM APIs|Python|Prompt Engineering|Fine-tuning|Vector DBs|Git|Problem Solving,4.88,98,39.5,6.9,2025,2,0,1,1
AIJOB0467,Senior ML Engineer,AI Engineering,Senior,8,PhD,283000.0,95000.0,320000.0,Los Angeles,USA,On-site,Big Tech (FAANG+),Technology,PyTorch|System Design|Python|Problem Solving|SQL|Research,36.39,96,37.5,9.7,2026,2,1,0,0
AIJOB0468,AI Security Engineer,Security,Mid,4,PhD,260000.0,90000.0,320000.0,Los Angeles,USA,Hybrid,Mid-size (501-5000),Government,Red Teaming|Cybersecurity|Python|Risk Analysis|Problem Solving,26.83,80,5.9,6.6,2026,1,0,1,0
AIJOB0469,AI Agent Developer,AI Engineering,Entry,3,Master's,241000.0,90000.0,300000.0,Seattle,USA,On-site,SME (51-500),Automotive,Tool Use|LangChain|AutoGen|Planning Systems|APIs|Cloud|SQL|Problem Solving,23.59,96,20.5,6.6,2026,2,0,0,1
AIJOB0470,Data Scientist,Data Science,Senior,8,Associate's,195000.0,95000.0,320000.0,San Francisco,USA,On-site,SME (51-500),Healthcare,Scikit-learn|Python|ML Algorithms|Linux|Agile,6.02,92,40.8,6.3,2026,2,1,0,0
AIJOB0471,Computer Vision Engineer,AI Engineering,Senior,10,Master's,280000.0,95000.0,320000.0,Remote,Global,Hybrid,Mid-size (501-5000),Education,PyTorch|CUDA|CNNs|Problem Solving|Linux,34.94,87,28.8,7.4,2026,3,1,1,0
AIJOB0472,AI Solutions Architect,Architecture,Lead,14,Master's,180000.0,180000.0,320000.0,Berlin,Germany,On-site,Startup (1-50),Finance,Cloud|System Design|ML|Linux|Cloud,28.0,84,21.7,7.3,2026,3,0,0,0
AIJOB0473,AI Solutions Architect,Architecture,Senior,12,Bachelor's,227000.0,95000.0,320000.0,Boston,USA,Hybrid,Startup (1-50),Finance,Cloud|Python|ML|System Design|Enterprise Architecture|Leadership|Research|Communication|Problem Solving,9.4,84,8.9,7.8,2026,2,1,1,0
AIJOB0474,AI Business Analyst,Business,Mid,4,Bachelor's,180000.0,90000.0,320000.0,New York,USA,Hybrid,Big Tech (FAANG+),Retail,Data Visualization|Python|SQL|Business Analysis|Cloud,12.2,78,8.5,7.0,2025,12,0,1,0
AIJOB0475,AI Solutions Architect,Architecture,Mid,6,PhD,269000.0,90000.0,320000.0,Amsterdam,Netherlands,Fully Remote,Big Tech (FAANG+),Manufacturing,Python|ML|Leadership|Communication,31.22,84,18.4,9.0,2026,2,0,1,0
AIJOB0476,Data Engineer (AI),Data Engineering,Mid,6,Associate's,130000.0,90000.0,320000.0,Bangalore,India,Fully Remote,Enterprise (5000+),Healthcare,Python|Feature Stores|dbt|Spark|Statistics|SQL,36.59,88,17.5,7.2,2026,3,0,1,0
AIJOB0477,Prompt Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,109000.0,90000.0,300000.0,Berlin,Germany,Hybrid,Big Tech (FAANG+),Energy,Documentation|Testing|Prompt Design|NLP|Python|LLM APIs|Leadership|Linux,44.1,82,28.8,9.7,2026,1,0,1,1
AIJOB0478,Data Engineer (AI),Data Engineering,Senior,8,PhD,171000.0,95000.0,320000.0,Singapore,Singapore,Fully Remote,Startup (1-50),Manufacturing,Feature Stores|Airflow|ETL|Cloud|Statistics,17.59,88,29.4,7.3,2026,2,1,1,0
AIJOB0479,Prompt Engineer,AI Engineering,Entry,3,Associate's,94000.0,90000.0,300000.0,Singapore,Singapore,Fully Remote,SME (51-500),Education,Documentation|Python|Prompt Design|NLP|Testing|LLM APIs|SQL|Cloud|Git,51.79,82,18.6,8.4,2026,1,0,1,1
AIJOB0480,Multimodal AI Engineer,AI Engineering,Mid,7,Master's,208000.0,90000.0,320000.0,Paris,France,Fully Remote,Enterprise (5000+),Consulting,Python|Vision-Language Models|APIs|Fine-tuning|Research|Cloud,1.46,90,5.2,7.4,2025,5,0,1,1
AIJOB0481,Computer Vision Engineer,AI Engineering,Senior,9,Master's,203000.0,95000.0,320000.0,Berlin,Germany,On-site,Mid-size (501-5000),Manufacturing,Python|CUDA|OpenCV|Leadership|Statistics,2.17,87,15.8,8.1,2025,10,1,0,0
AIJOB0482,AI Agent Developer,AI Engineering,Mid,5,Master's,266000.0,90000.0,320000.0,Sydney,Australia,Fully Remote,Startup (1-50),Research,Tool Use|AutoGen|LangChain|APIs|Git,29.76,96,61.1,9.0,2026,3,0,1,1
AIJOB0483,Computer Vision Engineer,AI Engineering,Entry,3,Master's,161000.0,90000.0,300000.0,Tokyo,Japan,Hybrid,SME (51-500),Education,Python|Image Processing|OpenCV|CUDA|PyTorch|CNNs|Linux,17.44,87,9.7,8.5,2025,4,0,1,0
AIJOB0484,Robotics Engineer (AI),Robotics,Mid,5,Bachelor's,178000.0,90000.0,320000.0,London,UK,On-site,Enterprise (5000+),Energy,Simulation|Control Systems|ROS|Research,13.17,76,11.5,6.7,2025,6,0,0,0
AIJOB0485,Deep Learning Engineer,AI Engineering,Senior,10,Bachelor's,196000.0,95000.0,320000.0,Sydney,Australia,Hybrid,Startup (1-50),Healthcare,PyTorch|Neural Networks|GPU Computing|Research|Linux,5.54,89,21.5,8.4,2026,1,1,1,0
AIJOB0486,AI Product Manager,Product,Mid,6,Master's,147000.0,90000.0,320000.0,Singapore,Singapore,Fully Remote,Enterprise (5000+),Media,AI Literacy|Product Strategy|Stakeholder Mgmt|Leadership,28.29,85,14.1,9.4,2025,3,0,1,0
AIJOB0487,NLP Engineer,AI Engineering,Mid,4,PhD,290000.0,90000.0,320000.0,Seattle,USA,Hybrid,SME (51-500),Automotive,Text Processing|Hugging Face|BERT|Transformers|LLMs|Leadership|Cloud,41.46,91,76.8,8.7,2026,1,0,1,0
AIJOB0488,AI Business Analyst,Business,Mid,5,Master's,95000.0,90000.0,320000.0,Bangalore,India,Hybrid,Mid-size (501-5000),Energy,Data Visualization|Communication|Business Analysis|Python|Problem Solving|Git,53.66,78,13.8,9.4,2026,2,0,1,0
AIJOB0489,AI Research Scientist,Research,Senior,12,Associate's,280000.0,95000.0,320000.0,New York,USA,On-site,Big Tech (FAANG+),Automotive,Deep Learning|Python|Mathematics|Publishing|PyTorch|Linux|Statistics,34.94,88,14.3,9.0,2025,6,1,0,0
AIJOB0490,AI Infrastructure Eng,Infrastructure,Mid,5,Bootcamp/Self-taught,222000.0,90000.0,320000.0,San Francisco,USA,Hybrid,Mid-size (501-5000),Finance,Storage|Cloud|Distributed Systems|Kubernetes|Communication|Leadership|Problem Solving,8.29,85,28.7,9.1,2026,3,0,1,0
AIJOB0491,AI Agent Developer,AI Engineering,Entry,2,PhD,253000.0,90000.0,300000.0,Amsterdam,Netherlands,Hybrid,Enterprise (5000+),Energy,Tool Use|Python|AutoGen|LangChain|Planning Systems|APIs|Linux|Statistics,29.74,96,35.8,8.4,2026,1,0,1,1
AIJOB0492,AI Solutions Architect,Architecture,Lead,14,Bachelor's,276000.0,180000.0,320000.0,Paris,France,Hybrid,SME (51-500),Research,ML|System Design|Leadership|Git|Cloud,10.4,84,13.6,6.3,2026,2,0,1,0
AIJOB0493,RAG Engineer,AI Engineering,Mid,7,Bootcamp/Self-taught,280000.0,90000.0,320000.0,New York,USA,Fully Remote,Enterprise (5000+),Technology,LLMs|Search Systems|Python|Communication,36.59,94,87.5,9.3,2026,1,0,1,1
AIJOB0494,AI Research Scientist,Research,Mid,4,Associate's,221000.0,90000.0,320000.0,Seattle,USA,Hybrid,SME (51-500),Retail,Python|Publishing|Mathematics|PyTorch|Deep Learning|Statistics|Cloud,7.8,88,19.6,6.5,2025,3,0,1,0
AIJOB0495,AI Compliance Manager,Governance,Mid,6,Bachelor's,100000.0,90000.0,320000.0,Bangalore,India,Fully Remote,Enterprise (5000+),Retail,Legal Knowledge|Auditing|Risk Management|Documentation|EU AI Act|Git,51.22,68,13.8,9.2,2025,11,0,1,0
AIJOB0496,Generative AI Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,150000.0,90000.0,300000.0,Los Angeles,USA,Fully Remote,Startup (1-50),Automotive,Diffusion Models|Deployment|GenAI APIs|LLMs|Statistics,23.08,95,52.5,7.2,2026,3,0,1,1
AIJOB0497,AI Solutions Architect,Architecture,Senior,11,Master's,245000.0,95000.0,320000.0,Austin,USA,Hybrid,Big Tech (FAANG+),Consulting,Python|Leadership|Cloud|Enterprise Architecture|System Design|ML|Cloud|Linux,18.07,84,21.2,6.6,2026,3,1,1,0
AIJOB0498,Data Scientist,Data Science,Mid,5,Master's,167000.0,90000.0,320000.0,London,UK,Hybrid,Startup (1-50),Government,SQL|ML Algorithms|Python|Data Visualization|Scikit-learn|Statistics|Communication|Linux,18.54,92,18.9,7.0,2025,11,0,1,0
AIJOB0499,LLM Engineer,AI Engineering,Mid,6,Master's,208000.0,90000.0,320000.0,Amsterdam,Netherlands,On-site,SME (51-500),Consulting,Prompt Engineering|Vector DBs|RAG|Fine-tuning|LLM APIs|SQL,1.46,98,23.4,9.4,2026,1,0,0,1
AIJOB0500,Senior ML Engineer,AI Engineering,Senior,11,Master's,226000.0,95000.0,320000.0,Tokyo,Japan,Hybrid,Startup (1-50),Automotive,MLOps|Python|PyTorch|System Design|Distributed Systems|LLM Fine-tuning|Linux,8.92,96,58.5,8.8,2025,9,1,1,0
AIJOB0501,AI Infrastructure Eng,Infrastructure,Senior,8,Master's,140000.0,95000.0,320000.0,Beijing,China,Hybrid,Enterprise (5000+),Consulting,Kubernetes|Networking|CUDA|Linux|SQL,32.53,85,9.4,7.0,2025,11,1,1,0
AIJOB0502,AI Compliance Manager,Governance,Senior,10,Bootcamp/Self-taught,200000.0,95000.0,320000.0,San Francisco,USA,Fully Remote,Big Tech (FAANG+),Consulting,Legal Knowledge|EU AI Act|Auditing|Problem Solving,3.61,68,18.1,6.6,2025,2,1,1,0
AIJOB0503,Data Scientist,Data Science,Mid,6,Bootcamp/Self-taught,176000.0,90000.0,320000.0,Paris,France,Fully Remote,Mid-size (501-5000),Retail,ML Algorithms|Scikit-learn|SQL|Statistics|Data Visualization|Statistics,14.15,92,71.5,9.3,2026,3,0,1,0
AIJOB0504,AI Ethics Officer,Governance,Mid,7,Master's,144000.0,90000.0,320000.0,Boston,USA,On-site,Mid-size (501-5000),Research,Risk Assessment|Ethics Frameworks|Research|AI Policy|Communication|Cloud|Statistics|Communication,29.76,72,14.4,6.4,2025,11,0,0,0
AIJOB0505,Multimodal AI Engineer,AI Engineering,Mid,5,PhD,234000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,Enterprise (5000+),Energy,APIs|Fine-tuning|Vision-Language Models|PyTorch|SQL,14.15,90,20.3,7.6,2026,2,0,1,1
AIJOB0506,MLOps Engineer,ML Operations,Mid,4,Master's,259000.0,90000.0,320000.0,Boston,USA,Hybrid,Startup (1-50),Technology,Docker|MLflow|Monitoring|Kubernetes|CI/CD|Cloud|Python|Agile,26.34,93,75.3,6.5,2026,1,0,1,0
AIJOB0507,Prompt Engineer,AI Engineering,Entry,3,PhD,90000.0,90000.0,300000.0,Singapore,Singapore,Fully Remote,Startup (1-50),Energy,Prompt Design|Python|LLM APIs|Testing|Cloud,53.85,82,5.8,9.5,2025,11,0,1,1
AIJOB0508,AI Agent Developer,AI Engineering,Mid,4,Bachelor's,290000.0,90000.0,320000.0,Sydney,Australia,Hybrid,Enterprise (5000+),Healthcare,LangChain|Planning Systems|Tool Use|AutoGen|APIs|Linux|Communication|Agile,41.46,96,37.3,7.1,2026,2,0,1,1
AIJOB0509,Robotics Engineer (AI),Robotics,Senior,10,Bachelor's,240000.0,95000.0,320000.0,Chicago,USA,On-site,Enterprise (5000+),Education,Control Systems|C++|Computer Vision|Python|Simulation|Cloud|Problem Solving,15.66,76,28.9,7.6,2026,3,1,0,0
AIJOB0510,MLOps Engineer,ML Operations,Mid,7,Master's,260000.0,90000.0,320000.0,London,UK,Hybrid,Big Tech (FAANG+),Media,Python|CI/CD|Kubernetes|Monitoring|Docker|Research,26.83,93,19.0,9.2,2026,2,0,1,0
AIJOB0511,RAG Engineer,AI Engineering,Entry,2,PhD,280000.0,90000.0,300000.0,Boston,USA,Hybrid,Mid-size (501-5000),Consulting,LangChain|Vector DBs|Search Systems|Research|Linux|Communication,43.59,94,60.9,8.7,2026,2,0,1,1
AIJOB0512,RAG Engineer,AI Engineering,Entry,2,Bachelor's,145000.0,90000.0,300000.0,Los Angeles,USA,Hybrid,Startup (1-50),Education,Vector DBs|LangChain|Python|SQL|Leadership,25.64,94,36.9,7.8,2025,4,0,1,1
AIJOB0513,Robotics Engineer (AI),Robotics,Mid,5,Associate's,206000.0,90000.0,320000.0,Berlin,Germany,Hybrid,Big Tech (FAANG+),Research,Python|Simulation|Control Systems|Leadership,0.49,76,17.0,7.1,2025,10,0,1,0
AIJOB0514,AI Ethics Officer,Governance,Mid,5,Bootcamp/Self-taught,188000.0,90000.0,320000.0,Singapore,Singapore,Hybrid,Mid-size (501-5000),Energy,Communication|Research|AI Policy|Ethics Frameworks|Research|Git,8.29,72,5.9,8.5,2026,2,0,1,0
AIJOB0515,ML Engineer,AI Engineering,Mid,5,Bootcamp/Self-taught,197000.0,90000.0,320000.0,Singapore,Singapore,Hybrid,SME (51-500),Manufacturing,Kubernetes|SQL|PyTorch|MLOps|TensorFlow|Git|Linux|Leadership,3.9,97,48.5,9.3,2025,11,0,1,0
AIJOB0516,MLOps Engineer,ML Operations,Mid,7,Bootcamp/Self-taught,191000.0,90000.0,320000.0,Sydney,Australia,Fully Remote,Startup (1-50),Energy,MLflow|Monitoring|Cloud|Docker|Statistics,6.83,93,60.1,7.5,2025,12,0,1,0
AIJOB0517,AI Research Scientist,Research,Senior,11,Bootcamp/Self-taught,115000.0,95000.0,320000.0,London,UK,Hybrid,Startup (1-50),Energy,PyTorch|Publishing|Python|Deep Learning|Mathematics|Git|SQL,44.58,88,23.7,7.7,2025,11,1,1,0
AIJOB0518,AI Engineer,AI Engineering,Mid,7,Bootcamp/Self-taught,103000.0,90000.0,320000.0,Chicago,USA,Fully Remote,Mid-size (501-5000),Automotive,Docker|LLM Integration|Python|PyTorch|Cloud (AWS/GCP/Azure)|Agile|Communication,49.76,95,53.6,9.0,2025,1,0,1,0
